id,food_name,food_name2_no_quotation,food_group,nutrition_group,Edible conversion factor,Energy_kj,Energy_kcal ,Water,Protein,Fat,Carbohydrate available ,Fibre,Ash,Ca,Fe,Mg,P,K,Na,Zn,Se,Vit A-RAE,Vit A-RE,Retinol ,b-carotene equivalent ,Thiamin ,Riboflavin ,Niacin,Dietary Folate Eq.,Food folate ,Vit B12 ,Vit C,food_group_unicef
6001,"Butter (cow milk), no added salt (~80-84% fat)","Butter (cow milk), no added salt (~80-84% fat)",MILK AND DAIRY PRODUCTS,,1,3020,735,17.2,1.1,81.3,0,0,0.7,15,0,2,20,15,10,0.06,1,845,858,832,153,0,0.05,1.1,6,6,0,0,Dairy products 
6002,"Butter (cow milk), salted (~80% fat)  ","Butter (cow milk), salted (~80% fat)  ",MILK AND DAIRY PRODUCTS,,1,3040,739,15.3,1.1,81.3,0.6,0,1.7,17,0.01,2,16,23,776,0.06,1,845,858,832,153,0,0.05,1.1,6,6,0,0,Dairy products 
6003,"Cheese, cheddar, regular fat","Cheese, cheddar, regular fat",MILK AND DAIRY PRODUCTS,,1,1660,401,37,26,32.8,0.4,0,3.8,800,0.3,27,478,73,600,3.55,17,166,174,159,87,0.04,0.5,1.5,52,52,1.9,1,Dairy products 
6004,"Cheese, cottage (cow milk), plain, skimmed","Cheese, cottage (cow milk), plain, skimmed",MILK AND DAIRY PRODUCTS,,1,382,91,79,13.3,2.5,3.8,0,1.5,60,0.1,8,143,123,450,0.24,6,34,37,30,44,0.05,0.2,0.5,3,3,0.6,0,Dairy products 
6005,"Cheese, cottage (cow milk), plain, whole","Cheese, cottage (cow milk), plain, whole",MILK AND DAIRY PRODUCTS,,1,508,121,75.4,15.4,5.7,2.1,0,1.4,89,0.1,8,143,123,277,0.24,6,35,38,31,44,0.05,0.29,0.5,3,3,0.6,0,Dairy products 
6006,"Cheese, cottage, Milk, Cow, Sour","Cheese, cottage, Milk, Cow, Sour",MILK AND DAIRY PRODUCTS,,1,515,122,73.6,13.7,4.3,7.2,0,1.2,112,0.7,8,180,104,364,0.4,10,37,38,36,12,0.03,0.27,0.1,12,12,0.43,0,Dairy products 
6007,"Cream, pure, 35% fat","Cream, pure, 35% fat",MILK AND DAIRY PRODUCTS,,1,943,229,72,2.4,23.6,1.7,0,0.3,39,0.3,4,60,55,40,0,0,174,184,164,118,0.03,0.12,0,64,64,0.2,0,Dairy products 
6008,Ghee (cow milk),Ghee (cow milk),MILK AND DAIRY PRODUCTS,,1,3690,898,0,0.3,99.9,0,0,0.5,2,0.2,0,3,5,2,0.01,1,900,940,860,480,0,0.01,0,0,0,0,0,Dairy products 
6009,"Ice cream, caramel flavour, regular fat","Ice cream, caramel flavour, regular fat",MILK AND DAIRY PRODUCTS,,1,856,205,61.4,3.7,10.6,23.6,0,0.7,93,0.1,12,84,142,48,0.23,1,166,182,150,190,0,0.29,0.7,10,10,0.1,0,Dairy products 
6010,"Ice cream, chocolate flavour, regular fat","Ice cream, chocolate flavour, regular fat",MILK AND DAIRY PRODUCTS,,1,946,226,56.4,4.4,12,24.2,2,1,130,0.9,30,110,245,71,0.6,2,145,147,143,23,0,0.19,0.2,16,16,0.25,0.7,Dairy products 
6011,"Ice cream, strawberry flavour, regular fat","Ice cream, strawberry flavour, regular fat",MILK AND DAIRY PRODUCTS,,1,842,201,60.7,3.5,9.5,25.2,0.5,0.7,107,0.2,13,92,165,54,0.29,2,139,155,123,190,0.02,0.27,0.4,11,11,0.2,0,Dairy products 
6012,"Ice cream, vanilla flavour, regular fat","Ice cream, vanilla flavour, regular fat",MILK AND DAIRY PRODUCTS,,1,834,199,62.7,3.9,10.6,22.2,0,0.7,117,0.2,12,84,142,64,0.23,1,166,182,150,190,0,0.25,0.7,10,10,0.1,0,Dairy products 
6013,"Ice cream, vanilla flavour, with nuts, regular fat","Ice cream, vanilla flavour, with nuts, regular fat",MILK AND DAIRY PRODUCTS,,1,917,219,59.6,4,12.2,23.3,0.2,0.7,92,0.2,15,91,157,47,0.3,1,162,177,146,186,0,0.29,0.7,11,11,0.1,0,Dairy products 
6014,"Milk, camel, whole, fresh, raw         ","Milk, camel, whole, fresh, raw         ",MILK AND DAIRY PRODUCTS,,1,219,52,89.8,2.2,2.8,4.5,0,0.7,56,1.5,16,92,344,119,0.35,2,15,16,13,18,0.61,0.08,0,8,8,0.6,0,Dairy products 
6027,"Milk, camel, whole, fresh, boiled","Milk, camel, whole, fresh, boiled",MILK AND DAIRY PRODUCTS,,1,257,62,88,2.6,3.3,5.3,0,0.8,66,1.7,18,108,404,140,0.41,2,16,16,16,0,0.65,0.09,0,8,8,1,0,Dairy products 
6015,"Milk, cow, condensed, skimmed, sweetened, raw","Milk, cow, condensed, skimmed, sweetened, raw",MILK AND DAIRY PRODUCTS,,1,1210,284,27,9.9,0.2,60.7,0,2.2,358,0.3,30,300,446,125,1.05,8,0,0,0,2,0.1,0.6,0.3,0,0,0.4,2,Dairy products 
6016,"Milk, cow, condensed, whole, sweetened, raw","Milk, cow, condensed, whole, sweetened, raw",MILK AND DAIRY PRODUCTS,,1,1410,335,25.8,8.3,9.2,54.8,0,1.9,280,0.2,25,255,357,130,0.9,8,74,78,70,46,0.1,0.5,0.3,0,0,0.4,1,Dairy products 
6017,"Milk, cow, powder, skimmed","Milk, cow, powder, skimmed",MILK AND DAIRY PRODUCTS,,1,1530,361,4.1,37.2,0.9,51,0,6.8,1290,0.4,115,1000,1602,550,3.83,23,5,5,4,7,0.45,1.64,0.9,54,54,4,2,Dairy products 
6018,"Milk, cow, powder, whole    ","Milk, cow, powder, whole    ",MILK AND DAIRY PRODUCTS,,1,2070,495,3.2,26.1,26.4,38.4,0,6,975,0.5,85,730,1157,440,2.97,25,395,408,383,149,0.34,1.32,0.8,54,54,3.2,3,Dairy products 
6019,"Milk, cow, skimmed, raw","Milk, cow, skimmed, raw",MILK AND DAIRY PRODUCTS,,1,162,38,89.8,3.5,0.1,5.8,0,0.8,130,0.1,12,109,170,44,0.32,1,0,0,0,1,0.03,0.18,0.1,6,6,0.4,1,Dairy products 
6028,"Milk, cow, skimmed, boiled","Milk, cow, skimmed, boiled",MILK AND DAIRY PRODUCTS,,1,190,45,88,4.1,0.1,6.8,0,0.9,153,0.1,14,128,200,52,0.38,1,0,0,0,1,0.03,0.2,0.1,6,6,0,1,Dairy products 
6020,"Milk, cow, whole, fermented (Lala - Industrial)","Milk, cow, whole, fermented (Lala - Industrial)",MILK AND DAIRY PRODUCTS,,1,269,65,88.3,2.8,4.1,4.1,0,0.7,100,0.1,10,138,126,36,0.34,3,34,34,34,0,0,0.2,0,0,tr,0.23,0,Dairy products 
6021,"Milk, cow, whole, fermented (Lala - mursik)","Milk, cow, whole, fermented (Lala - mursik)",MILK AND DAIRY PRODUCTS,,1,243,58,89.1,3.1,3.5,3.6,0,0.8,65,0.1,5,59,64,22,0.22,0,41,41,41,0,0,0.27,0,0,tr,0.1,1,Dairy products 
6022,"Milk, cow, whole, fresh, raw","Milk, cow, whole, fresh, raw",MILK AND DAIRY PRODUCTS,,1,292,70,86.3,3.3,3.5,6.1,0,0.7,119,0.1,11,122,136,39,0.63,3,41,43,40,18,0,0.27,0,8,8,0.59,0,Dairy products 
6029,"Milk, cow, whole, fresh, boiled","Milk, cow, whole, fresh, boiled",MILK AND DAIRY PRODUCTS,,1,344,82,83.8,3.9,4.2,7.2,0,0.9,140,0.1,13,143,160,45,0.74,3,47,47,47,0,0,0.3,0,8,8,1,0,Dairy products 
6023,"Milk, goat, fluid, whole, raw      ","Milk, goat, fluid, whole, raw      ",MILK AND DAIRY PRODUCTS,,1,325,78,85.3,3.5,[4.5],5.8,0,0.9,180,0.1,12,128,207,57,0.35,1,32,32,32,0,0.05,0.19,0.5,1,1,0.35,0.5,Dairy products 
6030,"Milk, goat, fluid, whole, boiled","Milk, goat, fluid, whole, boiled",MILK AND DAIRY PRODUCTS,,1,382,92,82.7,4.1,5.3,6.8,0,1.1,211,0.1,14,150,243,68,0.41,1,38,38,38,0,0.05,0.21,0.5,1,1,0,0,Dairy products 
6024,"Milk, human/breast, mature, fluid","Milk, human/breast, mature, fluid",MILK AND DAIRY PRODUCTS,,1,303,73,87.2,1.2,4.4,7.1,0,0.2,32,0,3,15,51,14,0.17,2,61,61,60,7,0.02,0.03,0.2,5,5,0.05,4,Dairy products 
6025,"Milk, sheep, fluid, whole, raw    ","Milk, sheep, fluid, whole, raw    ",MILK AND DAIRY PRODUCTS,,1,391,94,82.8,5.1,5.8,5.2,0,1.1,193,0.1,18,142,175,44,0.54,2,81,81,81,tr,0.07,0.36,0.4,7,7,0.7,4,Dairy products 
6031,"Milk, sheep, fluid, whole, boiled","Milk, sheep, fluid, whole, boiled",MILK AND DAIRY PRODUCTS,,1,459,110,79.8,6,6.8,6.2,0,1.2,227,0.1,21,166,206,52,0.64,2,95,95,95,0,0.07,0.4,0.4,7,7,1,3,Dairy products 
6026,"Yoghurt, cow milk, whole, plain","Yoghurt, cow milk, whole, plain",MILK AND DAIRY PRODUCTS,,1,356,85,82,2.9,3.1,11.3,0,0.7,149,0.2,10,93,130,32,0.34,2,34,36,32,23,0.1,0.2,0.1,0,tr,0.2,tr,Dairy products 
8001,"Cod, fillet, raw","Cod, fillet, raw",FISH AND SEA FOOD,,0.32,311,73,81.6,17,0.6,0,0,1.2,15,0.2,26,209,367,79,0.37,27,[2],[2],2,tr,0.06,0.07,1.8,9,9,1.55,0.5,Flesh foods 
8015,"Cod, fillet, steamed (without salt)","Cod, fillet, steamed (without salt)",FISH AND SEA FOOD,,0.28,380,90,77.5,20.7,0.7,0,0,1.5,18,0.2,27,217,336,82,0.45,29,2,,2,0,0.06,0.06,1.6,8,8,2,0,Flesh foods 
8016,"Cod, fillet, grilled (without salt and fat)","Cod, fillet, grilled (without salt and fat)",FISH AND SEA FOOD,,0.26,415,98,75.5,22.7,0.8,0,0,1.6,20,0.2,31,251,416,90,0.49,35,2,,2,0,0.07,0.08,2.2,10,10,2,1,Flesh foods 
8017,"Cod, fillet, boiled in recipe (without salt and fat)","Cod, fillet, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.28,380,90,77.5,20.7,0.7,0,0,1.5,18,0.3,31,255,448,97,0.45,32,2,,2,0,0.06,0.08,2.1,10,10,2,1,Flesh foods 
8002,"Dagaa fish (omena), dried, raw","Dagaa fish (omena), dried, raw",FISH AND SEA FOOD,,1,1400,333,11.2,59.5,10.6,0,0,10,2790,6.9,98,2730,800,300,16,22,[141],[141],141,,0.34,0.52,18.2,46,46,60,tr,Flesh foods 
8018,"Dagaa fish (omena), dried, stewed (without salt)","Dagaa fish (omena), dried, stewed (without salt)",FISH AND SEA FOOD,,1,638,152,59.6,27,4.8,0,0,4.5,1270,3.1,44,1240,364,136,7.39,10,58,,58,0,0.13,0.24,7.9,18,18,24,0,Flesh foods 
8003,"Eel, raw","Eel, raw",FISH AND SEA FOOD,,0.67,733,176,69.6,17.7,11.7,0,0,1.41,20,0.6,20,216,272,70.5,1.62,6.5,[1043],[1043],1043,tr,0.2,0.35,3.5,15,15,3,1.8,Flesh foods 
8019,"Eel, steamed (without salt)","Eel, steamed (without salt)",FISH AND SEA FOOD,,0.63,830,199,64.8,21.3,12.6,0,0,1.7,24,0.6,20,221,246,72,1.95,7,880,,880,0,0.18,0.3,3,13,13,3,2,Flesh foods 
8020,"Eel, grilled (without salt and fat)","Eel, grilled (without salt and fat)",FISH AND SEA FOOD,,0.61,874,210,62.6,23,13.1,0,0,1.8,26,0.7,23,252,300,78,2.1,8,1084,,1084,0,0.23,0.41,4.1,16,16,4,2,Flesh foods 
8021,"Eel, boiled in recipe (without salt and fat)","Eel, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.63,883,212,63.4,21.3,14,0,0,1.7,24,0.7,24,260,328,85,1.95,8,1131,,1131,0,0.2,0.42,4,15,15,3,2,Flesh foods 
8004,"Herring stock, raw","Herring stock, raw",FISH AND SEA FOOD,,0.5,480,114,70.8,18.9,[4.3],0,0,2.6,67,1.1,32,250,357,95,0.81,36,[31],[31],31,0,0.05,0.23,3.2,8,8,12.22,0,Flesh foods 
8022,"Herring stock, steamed (without salt)","Herring stock, steamed (without salt)",FISH AND SEA FOOD,,0.45,578,137,64.9,22.7,5.2,0,0,3.1,80,1.1,33,256,322,97,0.97,39,34,,34,0,0.05,0.19,2.7,7,7,12,0,Flesh foods 
8023,"Herring stock, grilled (without salt)","Herring stock, grilled (without salt)",FISH AND SEA FOOD,,0.44,623,148,62.1,24.5,5.6,0,0,3.4,87,1.3,37,292,394,105,1.05,47,36,,36,0,0.06,0.27,3.7,8,8,14,0,Flesh foods 
8024,"Herring stock, boiled in recipe (without salt and fat)","Herring stock, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.45,578,137,64.9,22.7,5.2,0,0,3.1,80,1.4,39,301,430,114,0.97,43,34,,34,0,0.06,0.28,3.6,8,8,13,0,Flesh foods 
8005,"Lungfish, fillet, raw","Lungfish, fillet, raw",FISH AND SEA FOOD,,0.91,308,73,80.5,15.9,[1],0,0,1.1,180,2.6,20,253,168,91,1.12,24,[9],[9],9,tr,,0.28,2.2,2,2,1.64,0.2,Flesh foods 
8025,"Lungfish, fillet, steamed (without salt)","Lungfish, fillet, steamed (without salt)",FISH AND SEA FOOD,,0.89,371,88,76.5,19.1,1.2,0,0,1.3,217,2.5,21,259,152,93,1.34,26,10,,10,0,0,0.24,1.8,2,2,2,0,Flesh foods 
8026,"Lungfish, fillet, grilled (without salt and fat)","Lungfish, fillet, grilled (without salt and fat)",FISH AND SEA FOOD,,0.89,400,94,74.7,20.6,1.3,0,0,1.4,234,2.9,24,296,185,100,1.45,31,11,,11,0,0,0.33,2.5,2,2,2,0,Flesh foods 
8027,"Lungfish, fillet, boiled in recipe (without salt and fat)","Lungfish, fillet, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.89,371,88,76.5,19.1,1.2,0,0,1.3,217,3.2,24,305,202,109,1.34,28,10,10,10,0,0,0.34,2.5,2,2,2,0,Flesh foods 
8006,"Mudfish (kamongo), fillet, raw","Mudfish (kamongo), fillet, raw",FISH AND SEA FOOD,,0.4,431,102,78.3,17.8,3.5,0,0,1.2,23,0.5,24,180,301,41,1.07,38,9,9,9,tr,0.07,0.03,3,14,14,3.5,tr,Flesh foods 
8028,"Mudfish (kamongo), fillet, steamed (without salt)","Mudfish (kamongo), fillet, steamed (without salt)",FISH AND SEA FOOD,,0.36,520,123,73.8,21.5,4.2,0,0,1.4,28,0.5,24,184,272,42,1.29,41,10,10,10,0,0.06,0.03,2.6,11,11,3,0,Flesh foods 
8029,"Mudfish (kamongo), fillet, grilled (without salt and fat)","Mudfish (kamongo), fillet, grilled (without salt and fat)",FISH AND SEA FOOD,,0.34,560,133,71.8,23.2,4.5,0,0,1.5,30,0.6,28,210,333,45,1.39,49,11,11,11,0,0.08,0.04,3.5,14,14,4,0,Flesh foods 
8030,"Mudfish (kamongo), fillet, boiled in recipe (without salt and fat)","Mudfish (kamongo), fillet, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.36,520,123,73.8,21.5,4.2,0,0,1.4,28,0.7,29,217,363,49,1.29,46,10,10,10,0,0.07,0.04,3.5,14,14,4,0,Flesh foods 
8007,"Mackerel, raw","Mackerel, raw",FISH AND SEA FOOD,,0.62,534,127,76.8,18.7,5.9,0,0,1.3,23,0.9,33,215,395,66,0.52,48,25,25,25,0,0.1,0.15,2.9,1,1,3.9,1.8,Flesh foods 
8008,"Nile perch, dry, raw","Nile perch, dry, raw",FISH AND SEA FOOD,,,1634,388,12.2,71.8,[10.7],1.2,0,4.2,516,4,112,1092,859,376,2,84,186,186,186,tr,tr,tr,8,28,28,5,tr,Flesh foods 
8009,"Nile perch, fillet w/o bones, raw","Nile perch, fillet w/o bones, raw",FISH AND SEA FOOD,,0.69,356,84,77.37,19,[0.9],0,0,1.2,133,1,29,282,222,97,0.56,22,15,15,15,tr,tr,tr,2,7,7,1.3,tr,Flesh foods 
8010,"Nile tilapia, fillet, w/o skin and bones, raw","Nile tilapia, fillet, w/o skin and bones, raw",FISH AND SEA FOOD,,0.58,391,92,77.6,19.7,[1.5],0,0,1.1,109,2.7,17,167,151,64,0.5,17,10,10,10,tr,0.04,0.15,3.23,5,5,1.51,tr,Flesh foods 
8011,"Prawns, flesh, raw","Prawns, flesh, raw",FISH AND SEA FOOD,,0.51,419,99,75.1,18.4,1.1,3.9,0,1.6,59,1.5,43,246,252,191,1.43,42,16,20,11,56,0.04,0.08,2.7,14,14,2.14,0.3,Flesh foods 
8031,"Prawns, fresh, steamed (without salt)","Prawns, fresh, steamed (without salt)",FISH AND SEA FOOD,,0.46,505,119,69.9,22.2,1.3,5,0,1.9,71,1.4,44,252,228,196,1.72,45,16,,11,56,0.03,0.07,2.2,11,11,2,0,Flesh foods 
8032,"Prawns, fresh, grilled (without salt and fat)","Prawns, fresh, grilled (without salt and fat)",FISH AND SEA FOOD,,0.47,487,115,71,21.4,1.3,4,0,1.9,69,1.7,50,286,293,223,1.66,48,16,,11,58,0.04,0.1,2.9,13,13,2,0,Flesh foods 
8033,"Prawns, fresh, boiled in recipe (without salt and fat)","Prawns, fresh, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.46,505,119,69.9,22.2,1.3,5,0,1.9,71,1.5,47,267,258,196,1.72,50,16,,11,59,0.04,0.09,2.9,13,13,2,0,Flesh foods 
8012,"Sardine, flesh, raw","Sardine, flesh, raw",FISH AND SEA FOOD,,0.6,605,145,71.2,19.5,[7.4],0,0,2.1,42,1.3,36,256,364,38,1.2,50,[13],[13],13,tr,0.01,0.05,0.91,23,[23],0.5,tr,Flesh foods 
8034,"Sardine, fresh, steamed (without salt)","Sardine, fresh, steamed (without salt)",FISH AND SEA FOOD,,0.56,666,159,67.4,23,7.4,0,0,2.5,50,1.2,36,256,321,38,1.45,53,10,,10,0,0.01,0.04,0.7,19,19,0,0,Flesh foods 
8035,"Sardine, fresh, grilled (without salt and fat)","Sardine, fresh, grilled (without salt and fat)",FISH AND SEA FOOD,,0.52,733,175,63.2,26.8,7.5,0,0,2.9,58,1.5,44,316,423,45,1.68,69,14,,14,0,0.01,0.06,1.1,25,25,1,0,Flesh foods 
8036,"Sardine, fresh, boiled in recipe (without salt and fat)","Sardine, fresh, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.56,712,170,66.2,23,8.7,0,0,2.5,50,1.6,42,301,428,45,1.45,59,13,,13,0,0.01,0.06,1,23,23,1,0,Flesh foods 
8013,"Shark, raw","Shark, raw",FISH AND SEA FOOD,,0.67,398,94,74.4,21.6,[0.8],0,0,1.1,8,0.38,32.58,263,372,63.63,0.46,28.9,[1],[1],1.1,tr,0.03,0.04,2.68,3,3,1.49,tr,Flesh foods 
8037,"Shark, steamed (without salt)","Shark, steamed (without salt)",FISH AND SEA FOOD,,0.63,479,113,69.2,26,1,0,0,1.4,10,0.4,33,269,336,65,0.55,31,1,,1,0,0.03,0.03,2.3,3,3,1,0,Flesh foods 
8038,"Shark, grilled (without salt and fat)","Shark, grilled (without salt and fat)",FISH AND SEA FOOD,,0.61,517,122,66.8,28.1,1.1,0,0,1.5,11,0.4,38,307,411,70,0.6,38,1,,1,0,0.04,0.05,3.1,3,3,2,0,Flesh foods 
8039,"Shark, boiled in recipe (without salt and fat)","Shark, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.63,479,113,69.2,26,1,0,0,1.4,10,0.5,39,316,448,77,0.55,35,1,,1,0,0.03,0.05,3.1,3,3,2,0,Flesh foods 
8014,"Tuna, raw","Tuna, raw",FISH AND SEA FOOD,,0.58,500,118,68.9,25,2,0,0,1.5,5,0.8,41,266,379,50,0.46,73,[18],[18],18,tr,0.16,0.15,16.3,3,3,4.6,tr,Flesh foods 
8040,"Tuna, steamed (without salt)","Tuna, steamed (without salt)",FISH AND SEA FOOD,,0.52,625,148,61.1,31.2,2.5,0,0,1.8,7,0.8,44,283,355,53,0.57,83,20,,20,0,0.15,0.13,14.3,2,2,5,0,Flesh foods 
8041,"Tuna, grilled (without salt and fat)","Tuna, grilled (without salt and fat)",FISH AND SEA FOOD,,0.51,675,160,57.9,33.8,2.7,0,0,2,7,1,50,324,435,57,0.62,99,22,,22,0,0.2,0.18,19.9,3,3,6,0,Flesh foods 
8042,"Tuna, boiled in recipe (without salt and fat)","Tuna, boiled in recipe (without salt and fat)",FISH AND SEA FOOD,,0.52,625,148,61.1,31.2,2.5,0,0,1.8,7,1,52,333,474,63,0.57,92,20,,20,0,0.17,0.18,19.4,3,3,5,0,Flesh foods 
7001,"Beef, high fat, w/o bones, raw     ","Beef, high fat, w/o bones, raw     ","MEAT, POULTRY AND EGGS",,0.85,1180,284,58.2,18.6,24.1,0,0,0.9,16,2.2,12,188,134,83,3,1,29,31,29,13,tr,0.18,3.4,tr,tr,1.63,0.5,Flesh foods 
7031,"Beef, high fat, w/o bones, boiled (without salt)","Beef, high fat, w/o bones, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.77,1670,402,39.7,31.1,30.8,0,0,1.4,21,3.7,12,203,112,62,5,1,37,38,35,16,tr,0.23,2.8,tr,tr,2,1,Flesh foods 
7032,"Beef, high fat, w/o bones, grilled (without salt and fat)","Beef, high fat, w/o bones, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,0.8,1480,356,47.4,25.9,28,0,0,1.2,20,3,14,235,158,98,4.17,1,31,32,30,14,tr,0.22,3.8,tr,tr,2,1,Flesh foods 
7033,"Beef, high fat, w/o bones, stewed (without salt)","Beef, high fat, w/o bones, stewed (without salt)","MEAT, POULTRY AND EGGS",,0.78,1890,455,34.7,29.1,37.6,0,0,1.4,21,3.5,12,235,105,58,4.69,1,34,36,33,15,tr,0.23,3.2,tr,tr,2,1,Flesh foods 
7002,"Beef, lean, raw","Beef, lean, raw","MEAT, POULTRY AND EGGS",,0.9,439,104,75.6,20.6,2.3,0.4,0,1.2,5,2.3,24,279,241,107,4.22,15,6,7,6,10,tr,0.23,5.2,2,2,2.42,0.5,Flesh foods 
7034,"Beef, lean, boiled (without salt)","Beef, lean, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.82,884,209,50.3,41.9,4.6,0,0,2.4,7,4.7,30,370,246,99,8.62,30,10,11,8,15,tr,0.38,5.3,2,2,3,1,Flesh foods 
7035,"Beef, lean, grilled (without salt and fat)","Beef, lean, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,0.87,602,142,66.2,28.5,3.1,0,0,1.6,6,3.1,29,349,285,127,5.87,20,7,7,6,10,tr,0.29,5.8,2,2,3,1,Flesh foods 
7036,"Beef, lean, stewed (without salt)","Beef, lean, stewed (without salt)","MEAT, POULTRY AND EGGS",,0.83,817,194,54,38.8,4.3,0,0,2.2,7,4.4,30,421,228,91,7.97,28,9,10,8,14,tr,0.37,5.9,2,2,3,1,Flesh foods 
7003,"Beef, liver, raw","Beef, liver, raw","MEAT, POULTRY AND EGGS",,0.99,506,120,73.9,20,[4.2],0.7,0,1.3,6,10.1,17,369,159,75,4.12,17,19534,19601,19466,811,0.23,2.63,9.4,268,268,112.84,14,Flesh foods 
7037,"Beef, liver, boiled (without salt)","Beef, liver, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.99,749,178,60.4,30.2,6.4,0,0,2,7,14.6,20,391,145,68,6.25,25,23677,23759,23595,983,0.24,3.5,7.1,264,264,111,15,Flesh foods 
7004,"Beef, medium fat, w/o bones, raw","Beef, medium fat, w/o bones, raw","MEAT, POULTRY AND EGGS",,0.9,632,151,70.3,19.7,7.2,1.8,0,1,4,12.4,24,280,231,121,3.85,20,10,10,9,5,tr,0.21,4.4,2,2,1.9,0.6,Flesh foods 
7038,"Beef, medium fat, without bones, boiled (without salt)","Beef, medium fat, without bones, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.84,829,197,55.2,32.8,7.4,0,0,1.7,5,20.7,24,303,192,91,6.41,34,12,13,11,6,tr,0.27,3.7,2,2,2,1,Flesh foods 
7039,"Beef, medium fat, without bones, grilled (without salt and fat)","Beef, medium fat, without bones, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,0.87,734,175,61.5,27.3,7.3,0,0,1.4,5,16.3,28,350,272,143,5.34,28,10,10,10,5,tr,0.26,4.9,3,3,2,1,Flesh foods 
7040,"Beef, medium fat, without bones, stewed (without salt)","Beef, medium fat, without bones, stewed (without salt)","MEAT, POULTRY AND EGGS",,0.85,939,224,53.6,30.7,11.3,0,0,1.6,5,19.4,24,350,180,85,6.01,32,11,12,11,6,tr,0.27,4.2,2,2,2,1,Flesh foods 
7005,"Camel blood, raw","Camel blood, raw","MEAT, POULTRY AND EGGS",,1,348,42,78.4,15.8,[0.9],2.7,0,2.2,[8],20.6,[6],33,[114],313,[0.65],[12],[74],[74],[74],,[0.04],[0.05],[0.2],-,-,-,-,Flesh foods 
7006,Camel Meat,Camel Meat,"MEAT, POULTRY AND EGGS",,1,826,197,60.5,18.6,8.9,10.8,0,1.4,4,3.8,13,134,325,49,1.93,9,1,2,0,10,0.04,0.2,6,8,8,1.7,0,Flesh foods 
7007,"Cow's blood, raw","Cow's blood, raw","MEAT, POULTRY AND EGGS",,1,403,95,75,13.8,[0.9],8,0,2.4,[14],18.8,5,20,[199],469,[1.13],[21],[74],[74],[74],,[0.08],[0.09],[0.35],-,-,-,-,Flesh foods 
7008,"Duck, meat and skin, fresh, raw","Duck, meat and skin, fresh, raw","MEAT, POULTRY AND EGGS",,1,1050,253,62.2,17.8,21.2,0,0,1.1,5,1.9,15,167,212,82,1.55,20,39,39,39,0,0.35,0.45,3.51,0,0,0.6,0,Flesh foods 
7009,"Chicken, unespecified part, w/o bone, meat&skin, raw","Chicken, unespecified part, w/o bone, meat&skin, raw","MEAT, POULTRY AND EGGS",,0.65,864,207,63.6,18.7,13,3.8,0,0.9,13,2.5,20,243,152,68,0.89,16,75,75,75,0,0.14,0.12,6.4,11,11,0.63,1.2,Flesh foods 
7041,"Chicken, unspecified part, w/o bone, meat&skin, boiled (without salt)","Chicken, unspecified part, w/o bone, meat&skin, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.79,942,226,55.7,23.7,14.6,0,0,1.2,14,2.5,18,215,77,34,1.13,21,52,52,52,0,0.1,0.14,4.9,7,7,0,2,Flesh foods 
7042,"Chicken, unspecified part, w/o bone, meat&skin, grilled (without salt and fat)","Chicken, unspecified part, w/o bone, meat&skin, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,0.78,951,228,55.2,24,14.7,0,0,1.2,15,2.9,19,249,156,70,1.14,21,72,72,72,0,0.11,0.13,6.6,9,9,1,1,Flesh foods 
7010,"Egg, chicken, white (albumen), raw     ","Egg, chicken, white (albumen), raw     ","MEAT, POULTRY AND EGGS",,0.56,206,48,87.2,11.2,0,0.9,0,0.7,5,0.1,11,10,119,143,0,11,0,0,0,[0],0,0.41,0,7,7,0,0,Flesh foods 
7030,"Egg, chicken, white (albumin), boiled (without salt)","Egg, chicken, white (albumin), boiled (without salt)","MEAT, POULTRY AND EGGS",,0.56,206,48,87.2,11.2,0,1,0,0.7,5,0.1,10,10,113,135,0,10,0,0,0,0,0,0.33,0,6,6,0,0,Flesh foods 
7011,"Egg, chicken, whole, raw   ","Egg, chicken, whole, raw   ","MEAT, POULTRY AND EGGS",,0.87,558,134,75.9,12.7,[8.1],2.4,0,0.9,54,1.7,14,180,126,155,1.13,23,186,186,186,0,0.12,0.51,0,83,83,1.7,0,Flesh foods 
